,Unnamed: 0,year,state,measure,value,population
4812,401,2010,Oregon,Labor Force Participation,65.4,"3,837,491"
4813,951,2010,Oregon,Unemployment rate,10.6,"3,837,491"
4814,1501,2010,Oregon,Average household size,2.49,"3,837,491"
4815,2051,2010,Oregon,Poverty rate,11.0,"3,837,491"
4816,2601,2010,Oregon,"Number of corruption convictions per 1,000,000 people",0.260487,"3,837,491"
4817,3151,2010,Oregon,Gini coefficient,0.449,"3,837,491"
4818,3701,2010,Oregon,GDP,44026.63189,"3,837,491"
4819,4251,2010,Oregon,Log(GDP),10.69255,"3,837,491"
4820,4801,2010,Oregon,Age,38.5,"3,837,491"
4821,5351,2010,Oregon,People with less than 9 years of education/people with college degree or above,0.142524,"3,837,491"
4822,5901,2010,Oregon,Black/white,0.0234035,"3,837,491"
4823,6451,2010,Oregon,Hispanic/white,0.1503095,"3,837,491"
4824,402,2011,Oregon,Labor Force Participation,65.0,"3,872,036"
4825,952,2011,Oregon,Unemployment rate,9.5,"3,872,036"
4826,1502,2011,Oregon,Average household size,2.5,"3,872,036"
4827,2052,2011,Oregon,Poverty rate,11.9,"3,872,036"
4828,2602,2011,Oregon,"Number of corruption convictions per 1,000,000 people",1.80792,"3,872,036"
4829,3152,2011,Oregon,Gini coefficient,0.45860001,"3,872,036"
4830,3702,2011,Oregon,GDP,44909.29195,"3,872,036"
4831,4252,2011,Oregon,Log(GDP),10.7124,"3,872,036"
4832,4802,2011,Oregon,Age,38.7,"3,872,036"
4833,5352,2011,Oregon,People with less than 9 years of education/people with college degree or above,0.1415017,"3,872,036"
4834,5902,2011,Oregon,Black/white,0.0232293,"3,872,036"
4835,6452,2011,Oregon,Hispanic/white,0.1545164,"3,872,036"
4836,403,2012,Oregon,Labor Force Participation,63.1,"3,899,001"
4837,953,2012,Oregon,Unemployment rate,8.8,"3,899,001"
4838,1503,2012,Oregon,Average household size,2.51,"3,899,001"
4839,2053,2012,Oregon,Poverty rate,12.1,"3,899,001"
4840,2603,2012,Oregon,"Number of corruption convictions per 1,000,000 people",0.512906,"3,899,001"
4841,3153,2012,Oregon,Gini coefficient,0.45649999,"3,899,001"
4842,3703,2012,Oregon,GDP,44749.25162,"3,899,001"
4843,4253,2012,Oregon,Log(GDP),10.70883,"3,899,001"
4844,4803,2012,Oregon,Age,38.9,"3,899,001"
4845,5353,2012,Oregon,People with less than 9 years of education/people with college degree or above,0.1231853,"3,899,001"
4846,5903,2012,Oregon,Black/white,0.023035,"3,899,001"
4847,6453,2012,Oregon,Hispanic/white,0.1566601,"3,899,001"
4848,404,2013,Oregon,Labor Force Participation,61.1,"3,922,468"
4849,954,2013,Oregon,Unemployment rate,7.9,"3,922,468"
4850,1504,2013,Oregon,Average household size,2.52,"3,922,468"
4851,2054,2013,Oregon,Poverty rate,11.3,"3,922,468"
4852,2604,2013,Oregon,"Number of corruption convictions per 1,000,000 people",0.763346,"3,922,468"
4853,3154,2013,Oregon,Gini coefficient,0.46000001,"3,922,468"
4854,3704,2013,Oregon,GDP,44733.59212,"3,922,468"
4855,4254,2013,Oregon,Log(GDP),10.70848,"3,922,468"
4856,4804,2013,Oregon,Age,39.1,"3,922,468"
4857,5354,2013,Oregon,People with less than 9 years of education/people with college degree or above,0.1342153,"3,922,468"
4858,5904,2013,Oregon,Black/white,0.0239009,"3,922,468"
4859,6454,2013,Oregon,Hispanic/white,0.1591403,"3,922,468"
4860,405,2014,Oregon,Labor Force Participation,61.2,"3,963,244"
4861,955,2014,Oregon,Unemployment rate,6.8,"3,963,244"
4862,1505,2014,Oregon,Average household size,2.53,"3,963,244"
4863,2055,2014,Oregon,Poverty rate,11.0,"3,963,244"
4864,2605,2014,Oregon,"Number of corruption convictions per 1,000,000 people",1.0075,"3,963,244"
4865,3155,2014,Oregon,Gini coefficient,0.46239999,"3,963,244"
4866,3705,2014,Oregon,GDP,45838.97542,"3,963,244"
4867,4255,2014,Oregon,Log(GDP),10.73289,"3,963,244"
4868,4805,2014,Oregon,Age,39.3,"3,963,244"
4869,5355,2014,Oregon,People with less than 9 years of education/people with college degree or above,0.1360432,"3,963,244"
4870,5905,2014,Oregon,Black/white,0.0232741,"3,963,244"
4871,6455,2014,Oregon,Hispanic/white,0.1627539,"3,963,244"
4872,406,2015,Oregon,Labor Force Participation,61.6,"4,015,792"
4873,956,2015,Oregon,Unemployment rate,5.6,"4,015,792"
4874,1506,2015,Oregon,Average household size,2.54,"4,015,792"
4875,2056,2015,Oregon,Poverty rate,9.9,"4,015,792"
4876,2606,2015,Oregon,"Number of corruption convictions per 1,000,000 people",0.744606,"4,015,792"
4877,3156,2015,Oregon,Gini coefficient,0.46219999,"4,015,792"
4878,3706,2015,Oregon,GDP,47554.41912,"4,015,792"
4879,4256,2015,Oregon,Log(GDP),10.76963,"4,015,792"
4880,4806,2015,Oregon,Age,39.1,"4,015,792"
4881,5356,2015,Oregon,People with less than 9 years of education/people with college degree or above,0.11457,"4,015,792"
4882,5906,2015,Oregon,Black/white,0.0249723,"4,015,792"
4883,6456,2015,Oregon,Hispanic/white,0.1660599,"4,015,792"
4884,407,2005,Pennsylvania,Labor Force Participation,64.4,"12,449,990"
4885,957,2005,Pennsylvania,Unemployment rate,5.0,"12,449,990"
4886,1507,2005,Pennsylvania,Average household size,2.46,"12,449,990"
4887,2057,2005,Pennsylvania,Poverty rate,8.6,"12,449,990"
4888,2607,2005,Pennsylvania,"Number of corruption convictions per 1,000,000 people",4.57831,"12,449,990"
4889,3157,2005,Pennsylvania,Gini coefficient,0.45000002,"12,449,990"
4890,3707,2005,Pennsylvania,GDP,49089.96922,"12,449,990"
4891,4257,2005,Pennsylvania,Log(GDP),10.80141,"12,449,990"
4892,4807,2005,Pennsylvania,Age,39.7,"12,449,990"
4893,5357,2005,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1501288,"12,449,990"
4894,5907,2005,Pennsylvania,Black/white,0.1190635,"12,449,990"
4895,6457,2005,Pennsylvania,Hispanic/white,0.0489134,"12,449,990"
4896,408,2006,Pennsylvania,Labor Force Participation,64.4,"12,510,809"
4897,958,2006,Pennsylvania,Unemployment rate,4.6,"12,510,809"
4898,1508,2006,Pennsylvania,Average household size,2.47,"12,510,809"
4899,2058,2006,Pennsylvania,Poverty rate,8.2,"12,510,809"
4900,2608,2006,Pennsylvania,"Number of corruption convictions per 1,000,000 people",5.35537,"12,510,809"
4901,3158,2006,Pennsylvania,Gini coefficient,0.45500001,"12,510,809"
4902,3708,2006,Pennsylvania,GDP,47588.67063,"12,510,809"
4903,4258,2006,Pennsylvania,Log(GDP),10.77035,"12,510,809"
4904,4808,2006,Pennsylvania,Age,39.6,"12,510,809"
4905,5358,2006,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.165603,"12,510,809"
4906,5908,2006,Pennsylvania,Black/white,0.1238363,"12,510,809"
4907,6458,2006,Pennsylvania,Hispanic/white,0.0516731,"12,510,809"
4908,409,2007,Pennsylvania,Labor Force Participation,64.5,"12,563,937"
4909,959,2007,Pennsylvania,Unemployment rate,4.4,"12,563,937"
4910,1509,2007,Pennsylvania,Average household size,2.46,"12,563,937"
4911,2059,2007,Pennsylvania,Poverty rate,8.1,"12,563,937"
4912,2609,2007,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.18372,"12,563,937"
4913,3159,2007,Pennsylvania,Gini coefficient,0.46000001,"12,563,937"
4914,3709,2007,Pennsylvania,GDP,49226.13694,"12,563,937"
4915,4259,2007,Pennsylvania,Log(GDP),10.80418,"12,563,937"
4916,4809,2007,Pennsylvania,Age,39.7,"12,563,937"
4917,5359,2007,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1531323,"12,563,937"
4918,5909,2007,Pennsylvania,Black/white,0.1242074,"12,563,937"
4919,6459,2007,Pennsylvania,Hispanic/white,0.0546097,"12,563,937"
4920,410,2008,Pennsylvania,Labor Force Participation,65.2,"12,612,285"
4921,960,2008,Pennsylvania,Unemployment rate,5.3,"12,612,285"
4922,1510,2008,Pennsylvania,Average household size,2.44,"12,612,285"
4923,2060,2008,Pennsylvania,Poverty rate,8.5,"12,612,285"
4924,2610,2008,Pennsylvania,"Number of corruption convictions per 1,000,000 people",2.89197,"12,612,285"
4925,3160,2008,Pennsylvania,Gini coefficient,0.45699999,"12,612,285"
4926,3710,2008,Pennsylvania,GDP,50113.21376,"12,612,285"
4927,4260,2008,Pennsylvania,Log(GDP),10.82204,"12,612,285"
4928,4810,2008,Pennsylvania,Age,40.0,"12,612,285"
4929,5360,2008,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1542418,"12,612,285"
4930,5910,2008,Pennsylvania,Black/white,0.1273747,"12,612,285"
4931,6460,2008,Pennsylvania,Hispanic/white,0.0588516,"12,612,285"
4932,411,2009,Pennsylvania,Labor Force Participation,64.4,"12,666,858"
4933,961,2009,Pennsylvania,Unemployment rate,8.0,"12,666,858"
4934,1511,2009,Pennsylvania,Average household size,2.47,"12,666,858"
4935,2061,2009,Pennsylvania,Poverty rate,8.6,"12,666,858"
4936,2611,2009,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.25274,"12,666,858"
4937,3161,2009,Pennsylvania,Gini coefficient,0.46000001,"12,666,858"
4938,3711,2009,Pennsylvania,GDP,48037.15246,"12,666,858"
4939,4261,2009,Pennsylvania,Log(GDP),10.77973,"12,666,858"
4940,4811,2009,Pennsylvania,Age,39.9,"12,666,858"
4941,5361,2009,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1480823,"12,666,858"
4942,5911,2009,Pennsylvania,Black/white,0.1302167,"12,666,858"
4943,6461,2009,Pennsylvania,Hispanic/white,0.0634764,"12,666,858"
4944,412,2010,Pennsylvania,Labor Force Participation,63.5,"12,711,160"
4945,962,2010,Pennsylvania,Unemployment rate,8.5,"12,711,160"
4946,1512,2010,Pennsylvania,Average household size,2.49,"12,711,160"
4947,2062,2010,Pennsylvania,Poverty rate,9.3,"12,711,160"
4948,2612,2010,Pennsylvania,"Number of corruption convictions per 1,000,000 people",4.24875,"12,711,160"
4949,3162,2010,Pennsylvania,Gini coefficient,0.461,"12,711,160"
4950,3712,2010,Pennsylvania,GDP,48976.2125,"12,711,160"
4951,4262,2010,Pennsylvania,Log(GDP),10.79909,"12,711,160"
4952,4812,2010,Pennsylvania,Age,40.2,"12,711,160"
4953,5362,2010,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1386469,"12,711,160"
4954,5912,2010,Pennsylvania,Black/white,0.1363931,"12,711,160"
4955,6462,2010,Pennsylvania,Hispanic/white,0.0715656,"12,711,160"
4956,413,2011,Pennsylvania,Labor Force Participation,63.2,"12,745,815"
4957,963,2011,Pennsylvania,Unemployment rate,7.9,"12,745,815"
4958,1513,2011,Pennsylvania,Average household size,2.49,"12,745,815"
4959,2063,2011,Pennsylvania,Poverty rate,9.6,"12,745,815"
4960,2613,2011,Pennsylvania,"Number of corruption convictions per 1,000,000 people",2.90358,"12,745,815"
4961,3163,2011,Pennsylvania,Gini coefficient,0.46110001,"12,745,815"
4962,3713,2011,Pennsylvania,GDP,49547.14899,"12,745,815"
4963,4263,2011,Pennsylvania,Log(GDP),10.81068,"12,745,815"
4964,4813,2011,Pennsylvania,Age,40.3,"12,745,815"
4965,5363,2011,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1350005,"12,745,815"
4966,5913,2011,Pennsylvania,Black/white,0.1362359,"12,745,815"
4967,6463,2011,Pennsylvania,Hispanic/white,0.0745777,"12,745,815"
4968,414,2012,Pennsylvania,Labor Force Participation,63.6,"12,767,118"
4969,964,2012,Pennsylvania,Unemployment rate,7.8,"12,767,118"
4970,1514,2012,Pennsylvania,Average household size,2.49,"12,767,118"
4971,2064,2012,Pennsylvania,Poverty rate,9.5,"12,767,118"
4972,2614,2012,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.68236,"12,767,118"
4973,3164,2012,Pennsylvania,Gini coefficient,0.46419999,"12,767,118"
4974,3714,2012,Pennsylvania,GDP,50246.18989,"12,767,118"
4975,4264,2012,Pennsylvania,Log(GDP),10.82469,"12,767,118"
4976,4814,2012,Pennsylvania,Age,40.5,"12,767,118"
4977,5364,2012,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1294119,"12,767,118"
4978,5914,2012,Pennsylvania,Black/white,0.1394988,"12,767,118"
4979,6464,2012,Pennsylvania,Hispanic/white,0.0778065,"12,767,118"
4980,415,2013,Pennsylvania,Labor Force Participation,63.3,"12,776,309"
4981,965,2013,Pennsylvania,Unemployment rate,7.4,"12,776,309"
4982,1515,2013,Pennsylvania,Average household size,2.5,"12,776,309"
4983,2065,2013,Pennsylvania,Poverty rate,9.3,"12,776,309"
4984,2615,2013,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.05312,"12,776,309"
4985,3165,2013,Pennsylvania,Gini coefficient,0.46959999,"12,776,309"
4986,3715,2013,Pennsylvania,GDP,50988.73475,"12,776,309"
4987,4265,2013,Pennsylvania,Log(GDP),10.83936,"12,776,309"
4988,4815,2013,Pennsylvania,Age,40.6,"12,776,309"
4989,5365,2013,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1240738,"12,776,309"
4990,5915,2013,Pennsylvania,Black/white,0.1409771,"12,776,309"
4991,6465,2013,Pennsylvania,Hispanic/white,0.0808577,"12,776,309"
4992,416,2014,Pennsylvania,Labor Force Participation,62.7,"12,788,313"
4993,966,2014,Pennsylvania,Unemployment rate,5.9,"12,788,313"
4994,1516,2014,Pennsylvania,Average household size,2.5,"12,788,313"
4995,2066,2014,Pennsylvania,Poverty rate,9.4,"12,788,313"
4996,2616,2014,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.36274,"12,788,313"
4997,3166,2014,Pennsylvania,Gini coefficient,0.4686,"12,788,313"
4998,3716,2014,Pennsylvania,GDP,51989.13326,"12,788,313"
4999,4266,2014,Pennsylvania,Log(GDP),10.85879,"12,788,313"
5000,4816,2014,Pennsylvania,Age,40.7,"12,788,313"
5001,5366,2014,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1202909,"12,788,313"
5002,5916,2014,Pennsylvania,Black/white,0.1425752,"12,788,313"
5003,6466,2014,Pennsylvania,Hispanic/white,0.084274,"12,788,313"
5004,417,2015,Pennsylvania,Labor Force Participation,62.8,"12,784,826"
5005,967,2015,Pennsylvania,Unemployment rate,5.3,"12,784,826"
5006,1517,2015,Pennsylvania,Average household size,2.5,"12,784,826"
5007,2067,2015,Pennsylvania,Poverty rate,9.1,"12,784,826"
5008,2617,2015,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.82738,"12,784,826"
5009,3167,2015,Pennsylvania,Gini coefficient,0.46849999,"12,784,826"
5010,3717,2015,Pennsylvania,GDP,52948.23409,"12,784,826"
5011,4267,2015,Pennsylvania,Log(GDP),10.87707,"12,784,826"
5012,4817,2015,Pennsylvania,Age,40.7,"12,784,826"
5013,5367,2015,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1124898,"12,784,826"
5014,5917,2015,Pennsylvania,Black/white,0.1424085,"12,784,826"
5015,6467,2015,Pennsylvania,Hispanic/white,0.087983,"12,784,826"
5016,418,2005,Rhode Island,Labor Force Participation,67.6,"1,067,916"
5017,968,2005,Rhode Island,Unemployment rate,5.0,"1,067,916"
5018,1518,2005,Rhode Island,Average household size,2.54,"1,067,916"
5019,2068,2005,Rhode Island,Poverty rate,9.5,"1,067,916"
5020,2618,2005,Rhode Island,"Number of corruption convictions per 1,000,000 people",3.7456,"1,067,916"
5021,3168,2005,Rhode Island,Gini coefficient,0.42700002,"1,067,916"
5022,3718,2005,Rhode Island,GDP,50661.42237,"1,067,916"
5023,4268,2005,Rhode Island,Log(GDP),10.83292,"1,067,916"
5024,4818,2005,Rhode Island,Age,38.4,"1,067,916"
5025,5368,2005,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2153819,"1,067,916"
5026,5918,2005,Rhode Island,Black/white,0.0568968,"1,067,916"
5027,6468,2005,Rhode Island,Hispanic/white,0.1379281,"1,067,916"
5028,419,2006,Rhode Island,Labor Force Participation,68.4,"1,063,096"
5029,969,2006,Rhode Island,Unemployment rate,4.9,"1,063,096"
5030,1519,2006,Rhode Island,Average household size,2.53,"1,063,096"
5031,2069,2006,Rhode Island,Poverty rate,7.8,"1,063,096"
5032,2619,2006,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.88129,"1,063,096"
5033,3169,2006,Rhode Island,Gini coefficient,0.442,"1,063,096"
5034,3719,2006,Rhode Island,GDP,50128.75126,"1,063,096"
5035,4269,2006,Rhode Island,Log(GDP),10.82235,"1,063,096"
5036,4819,2006,Rhode Island,Age,38.4,"1,063,096"
5037,5369,2006,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2459707,"1,063,096"
5038,5919,2006,Rhode Island,Black/white,0.0584674,"1,063,096"
5039,6469,2006,Rhode Island,Hispanic/white,0.1396753,"1,063,096"
5040,420,2007,Rhode Island,Labor Force Participation,68.4,"1,057,315"
5041,970,2007,Rhode Island,Unemployment rate,5.2,"1,057,315"
5042,1520,2007,Rhode Island,Average household size,2.53,"1,057,315"
5043,2070,2007,Rhode Island,Poverty rate,8.3,"1,057,315"
5044,2620,2007,Rhode Island,"Number of corruption convictions per 1,000,000 people",0.945796,"1,057,315"
5045,3170,2007,Rhode Island,Gini coefficient,0.45699999,"1,057,315"
5046,3720,2007,Rhode Island,GDP,49239.92219,"1,057,315"
5047,4270,2007,Rhode Island,Log(GDP),10.80446,"1,057,315"
5048,4820,2007,Rhode Island,Age,38.3,"1,057,315"
5049,5370,2007,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2566365,"1,057,315"
5050,5920,2007,Rhode Island,Black/white,0.0624854,"1,057,315"
5051,6470,2007,Rhode Island,Hispanic/white,0.1426363,"1,057,315"
5052,421,2008,Rhode Island,Labor Force Participation,68.0,"1,055,003"
5053,971,2008,Rhode Island,Unemployment rate,7.8,"1,055,003"
5054,1521,2008,Rhode Island,Average household size,2.54,"1,055,003"
5055,2071,2008,Rhode Island,Poverty rate,7.7,"1,055,003"
5056,2621,2008,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.90333,"1,055,003"
5057,3171,2008,Rhode Island,Gini coefficient,0.46000001,"1,055,003"
5058,3721,2008,Rhode Island,GDP,48008.8189,"1,055,003"
5059,4271,2008,Rhode Island,Log(GDP),10.77914,"1,055,003"
5060,4821,2008,Rhode Island,Age,38.8,"1,055,003"
5061,5371,2008,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2276071,"1,055,003"
5062,5921,2008,Rhode Island,Black/white,0.0694309,"1,055,003"
5063,6471,2008,Rhode Island,Hispanic/white,0.1484174,"1,055,003"
5064,422,2009,Rhode Island,Labor Force Participation,67.4,"1,053,646"
5065,972,2009,Rhode Island,Unemployment rate,11.0,"1,053,646"
5066,1522,2009,Rhode Island,Average household size,2.5,"1,053,646"
5067,2072,2009,Rhode Island,Poverty rate,8.6,"1,053,646"
5068,2622,2009,Rhode Island,"Number of corruption convictions per 1,000,000 people",0.949479,"1,053,646"
5069,3172,2009,Rhode Island,Gini coefficient,0.45699999,"1,053,646"
5070,3722,2009,Rhode Island,GDP,47676.79116,"1,053,646"
5071,4272,2009,Rhode Island,Log(GDP),10.7722,"1,053,646"
5072,4822,2009,Rhode Island,Age,39.4,"1,053,646"
5073,5372,2009,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2301859,"1,053,646"
5074,5922,2009,Rhode Island,Black/white,0.0771665,"1,053,646"
5075,6472,2009,Rhode Island,Hispanic/white,0.1536771,"1,053,646"
5076,423,2010,Rhode Island,Labor Force Participation,67.3,"1,053,959"
5077,973,2010,Rhode Island,Unemployment rate,11.2,"1,053,959"
5078,1523,2010,Rhode Island,Average household size,2.51,"1,053,959"
5079,2073,2010,Rhode Island,Poverty rate,9.2,"1,053,959"
5080,2623,2010,Rhode Island,"Number of corruption convictions per 1,000,000 people",2.84931,"1,053,959"
5081,3173,2010,Rhode Island,Gini coefficient,0.46700001,"1,053,959"
5082,3723,2010,Rhode Island,GDP,48882.26839,"1,053,959"
5083,4273,2010,Rhode Island,Log(GDP),10.79717,"1,053,959"
5084,4823,2010,Rhode Island,Age,39.6,"1,053,959"
5085,5373,2010,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2426813,"1,053,959"
5086,5923,2010,Rhode Island,Black/white,0.0781493,"1,053,959"
5087,6473,2010,Rhode Island,Hispanic/white,0.1634379,"1,053,959"
5088,424,2011,Rhode Island,Labor Force Participation,66.3,"1,053,649"
5089,974,2011,Rhode Island,Unemployment rate,11.0,"1,053,649"
5090,1524,2011,Rhode Island,Average household size,2.45,"1,053,649"
5091,2074,2011,Rhode Island,Poverty rate,10.6,"1,053,649"
5092,2624,2011,Rhode Island,"Number of corruption convictions per 1,000,000 people",7.60961,"1,053,649"
5093,3174,2011,Rhode Island,Gini coefficient,0.46740001,"1,053,649"
5094,3724,2011,Rhode Island,GDP,48767.04225,"1,053,649"
5095,4274,2011,Rhode Island,Log(GDP),10.79481,"1,053,649"
5096,4824,2011,Rhode Island,Age,39.5,"1,053,649"
5097,5374,2011,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2067021,"1,053,649"
5098,5924,2011,Rhode Island,Black/white,0.07951,"1,053,649"
5099,6474,2011,Rhode Island,Hispanic/white,0.168953,"1,053,649"
5100,425,2012,Rhode Island,Labor Force Participation,65.9,"1,054,621"
5101,975,2012,Rhode Island,Unemployment rate,10.4,"1,054,621"
5102,1525,2012,Rhode Island,Average household size,2.44,"1,054,621"
5103,2075,2012,Rhode Island,Poverty rate,9.2,"1,054,621"
5104,2625,2012,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.90423,"1,054,621"
5105,3175,2012,Rhode Island,Gini coefficient,0.46470001,"1,054,621"
5106,3725,2012,Rhode Island,GDP,49169.06773,"1,054,621"
5107,4275,2012,Rhode Island,Log(GDP),10.80302,"1,054,621"
5108,4825,2012,Rhode Island,Age,39.8,"1,054,621"
5109,5375,2012,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2042388,"1,054,621"
5110,5925,2012,Rhode Island,Black/white,0.0857042,"1,054,621"
5111,6475,2012,Rhode Island,Hispanic/white,0.1750341,"1,054,621"
5112,426,2013,Rhode Island,Labor Force Participation,65.5,"1,055,081"
5113,976,2013,Rhode Island,Unemployment rate,9.3,"1,055,081"
5114,1526,2013,Rhode Island,Average household size,2.49,"1,055,081"
5115,2076,2013,Rhode Island,Poverty rate,10.7,"1,055,081"
5116,2626,2013,Rhode Island,"Number of corruption convictions per 1,000,000 people",7.6081,"1,055,081"
5117,3176,2013,Rhode Island,Gini coefficient,0.47690001,"1,055,081"
5118,3726,2013,Rhode Island,GDP,49533.27773,"1,055,081"
5119,4276,2013,Rhode Island,Log(GDP),10.8104,"1,055,081"
5120,4826,2013,Rhode Island,Age,39.9,"1,055,081"
5121,5376,2013,Rhode Island,People with less than 9 years of education/people with college degree or above,0.189177,"1,055,081"
5122,5926,2013,Rhode Island,Black/white,0.0860892,"1,055,081"
5123,6476,2013,Rhode Island,Hispanic/white,0.1820834,"1,055,081"
5124,427,2014,Rhode Island,Labor Force Participation,65.2,"1,055,936"
5125,977,2014,Rhode Island,Unemployment rate,7.7,"1,055,936"
5126,1527,2014,Rhode Island,Average household size,2.47,"1,055,936"
5127,2077,2014,Rhode Island,Poverty rate,10.0,"1,055,936"
5128,2627,2014,Rhode Island,"Number of corruption convictions per 1,000,000 people",3.79085,"1,055,936"
5129,3177,2014,Rhode Island,Gini coefficient,0.48269999,"1,055,936"
5130,3727,2014,Rhode Island,GDP,49478.32629,"1,055,936"
5131,4277,2014,Rhode Island,Log(GDP),10.80929,"1,055,936"
5132,4827,2014,Rhode Island,Age,39.8,"1,055,936"
5133,5377,2014,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1883664,"1,055,936"
5134,5927,2014,Rhode Island,Black/white,0.0903509,"1,055,936"
5135,6477,2014,Rhode Island,Hispanic/white,0.189527,"1,055,936"
5136,428,2015,Rhode Island,Labor Force Participation,64.8,"1,056,065"
5137,978,2015,Rhode Island,Unemployment rate,6.0,"1,056,065"
5138,1528,2015,Rhode Island,Average household size,2.49,"1,056,065"
5139,2078,2015,Rhode Island,Poverty rate,10.1,"1,056,065"
5140,2628,2015,Rhode Island,"Number of corruption convictions per 1,000,000 people",2.84011,"1,056,065"
5141,3178,2015,Rhode Island,Gini coefficient,0.47319999,"1,056,065"
5142,3728,2015,Rhode Island,GDP,50178.4033,"1,056,065"
5143,4278,2015,Rhode Island,Log(GDP),10.82334,"1,056,065"
5144,4828,2015,Rhode Island,Age,39.7,"1,056,065"
5145,5378,2015,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1688273,"1,056,065"
5146,5928,2015,Rhode Island,Black/white,0.0845035,"1,056,065"
5147,6478,2015,Rhode Island,Hispanic/white,0.1961974,"1,056,065"
5148,429,2005,South Carolina,Labor Force Participation,64.0,"4,270,150"
5149,979,2005,South Carolina,Unemployment rate,6.7,"4,270,150"
5150,1529,2005,South Carolina,Average household size,2.51,"4,270,150"
5151,2079,2005,South Carolina,Poverty rate,12.5,"4,270,150"
5152,2629,2005,South Carolina,"Number of corruption convictions per 1,000,000 people",0.0,"4,270,150"
5153,3179,2005,South Carolina,Gini coefficient,0.46500003,"4,270,150"
5154,3729,2005,South Carolina,GDP,40489.98749,"4,270,150"
5155,4279,2005,South Carolina,Log(GDP),10.60881,"4,270,150"
5156,4829,2005,South Carolina,Age,37.1,"4,270,150"
5157,5379,2005,South Carolina,People with less than 9 years of education/people with college degree or above,0.2665976,"4,270,150"
5158,5929,2005,South Carolina,Black/white,0.4329528,"4,270,150"
5159,6479,2005,South Carolina,Hispanic/white,0.049941,"4,270,150"
5160,430,2006,South Carolina,Labor Force Participation,63.8,"4,357,847"
5161,980,2006,South Carolina,Unemployment rate,6.4,"4,357,847"
5162,1530,2006,South Carolina,Average household size,2.52,"4,357,847"
5163,2080,2006,South Carolina,Poverty rate,11.9,"4,357,847"
5164,2630,2006,South Carolina,"Number of corruption convictions per 1,000,000 people",0.688413,"4,357,847"
5165,3180,2006,South Carolina,Gini coefficient,0.46200001,"4,357,847"
5166,3730,2006,South Carolina,GDP,39418.87336,"4,357,847"
5167,4280,2006,South Carolina,Log(GDP),10.582,"4,357,847"
5168,4830,2006,South Carolina,Age,37.1,"4,357,847"
5169,5380,2006,South Carolina,People with less than 9 years of education/people with college degree or above,0.2818893,"4,357,847"
5170,5930,2006,South Carolina,Black/white,0.4370121,"4,357,847"
5171,6480,2006,South Carolina,Hispanic/white,0.0526453,"4,357,847"
5172,431,2007,South Carolina,Labor Force Participation,63.0,"4,444,110"
5173,981,2007,South Carolina,Unemployment rate,5.7,"4,444,110"
5174,1531,2007,South Carolina,Average household size,2.5,"4,444,110"
5175,2081,2007,South Carolina,Poverty rate,11.2,"4,444,110"
5176,2631,2007,South Carolina,"Number of corruption convictions per 1,000,000 people",0.900068,"4,444,110"
5177,3181,2007,South Carolina,Gini coefficient,0.45899999,"4,444,110"
5178,3731,2007,South Carolina,GDP,39723.57027,"4,444,110"
5179,4281,2007,South Carolina,Log(GDP),10.5897,"4,444,110"
5180,4831,2007,South Carolina,Age,37.4,"4,444,110"
5181,5381,2007,South Carolina,People with less than 9 years of education/people with college degree or above,0.2541353,"4,444,110"
5182,5931,2007,South Carolina,Black/white,0.434423,"4,444,110"
5183,6481,2007,South Carolina,Hispanic/white,0.0577687,"4,444,110"
5184,432,2008,South Carolina,Labor Force Participation,62.3,"4,528,996"
5185,982,2008,South Carolina,Unemployment rate,6.8,"4,528,996"
5186,1532,2008,South Carolina,Average household size,2.55,"4,528,996"
