,year,state,measure,value
5211,2013,Mississippi,People with less than 9 years of education/people with college degree or above,0.3100461
5212,2014,Mississippi,People with less than 9 years of education/people with college degree or above,0.2772945
5213,2015,Mississippi,People with less than 9 years of education/people with college degree or above,0.2774527
5214,2005,Missouri,People with less than 9 years of education/people with college degree or above,0.1986808
5215,2006,Missouri,People with less than 9 years of education/people with college degree or above,0.214709
5216,2007,Missouri,People with less than 9 years of education/people with college degree or above,0.1949013
5217,2008,Missouri,People with less than 9 years of education/people with college degree or above,0.182899
5218,2009,Missouri,People with less than 9 years of education/people with college degree or above,0.1787087
5219,2010,Missouri,People with less than 9 years of education/people with college degree or above,0.1715785
5220,2011,Missouri,People with less than 9 years of education/people with college degree or above,0.1506112
5221,2012,Missouri,People with less than 9 years of education/people with college degree or above,0.1475152
5222,2013,Missouri,People with less than 9 years of education/people with college degree or above,0.1358289
5223,2014,Missouri,People with less than 9 years of education/people with college degree or above,0.129798
5224,2015,Missouri,People with less than 9 years of education/people with college degree or above,0.1275976
5225,2005,Montana,People with less than 9 years of education/people with college degree or above,0.0976639
5226,2006,Montana,People with less than 9 years of education/people with college degree or above,0.1301508
5227,2007,Montana,People with less than 9 years of education/people with college degree or above,0.1205479
5228,2008,Montana,People with less than 9 years of education/people with college degree or above,0.1031729
5229,2009,Montana,People with less than 9 years of education/people with college degree or above,0.1138477
5230,2010,Montana,People with less than 9 years of education/people with college degree or above,0.0868874
5231,2011,Montana,People with less than 9 years of education/people with college degree or above,0.0714338
5232,2012,Montana,People with less than 9 years of education/people with college degree or above,0.0697077
5233,2013,Montana,People with less than 9 years of education/people with college degree or above,0.0756402
5234,2014,Montana,People with less than 9 years of education/people with college degree or above,0.073872
5235,2015,Montana,People with less than 9 years of education/people with college degree or above,0.0665714
5236,2005,Nebraska,People with less than 9 years of education/people with college degree or above,0.1548173
5237,2006,Nebraska,People with less than 9 years of education/people with college degree or above,0.1562006
5238,2007,Nebraska,People with less than 9 years of education/people with college degree or above,0.1494184
5239,2008,Nebraska,People with less than 9 years of education/people with college degree or above,0.1522413
5240,2009,Nebraska,People with less than 9 years of education/people with college degree or above,0.1574977
5241,2010,Nebraska,People with less than 9 years of education/people with college degree or above,0.1416517
5242,2011,Nebraska,People with less than 9 years of education/people with college degree or above,0.1397642
5243,2012,Nebraska,People with less than 9 years of education/people with college degree or above,0.1389456
5244,2013,Nebraska,People with less than 9 years of education/people with college degree or above,0.1484562
5245,2014,Nebraska,People with less than 9 years of education/people with college degree or above,0.1471906
5246,2015,Nebraska,People with less than 9 years of education/people with college degree or above,0.128551
5247,2005,Nevada,People with less than 9 years of education/people with college degree or above,0.3297827
5248,2006,Nevada,People with less than 9 years of education/people with college degree or above,0.3047367
5249,2007,Nevada,People with less than 9 years of education/people with college degree or above,0.3052458
5250,2008,Nevada,People with less than 9 years of education/people with college degree or above,0.2987841
5251,2009,Nevada,People with less than 9 years of education/people with college degree or above,0.2998887
5252,2010,Nevada,People with less than 9 years of education/people with college degree or above,0.2887317
5253,2011,Nevada,People with less than 9 years of education/people with college degree or above,0.2843207
5254,2012,Nevada,People with less than 9 years of education/people with college degree or above,0.2677994
5255,2013,Nevada,People with less than 9 years of education/people with college degree or above,0.2675622
5256,2014,Nevada,People with less than 9 years of education/people with college degree or above,0.2651382
5257,2015,Nevada,People with less than 9 years of education/people with college degree or above,0.2710937
5258,2005,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0918189
5259,2006,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0988387
5260,2007,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0903168
5261,2008,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0951653
5262,2009,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0925078
5263,2010,New Hampshire,People with less than 9 years of education/people with college degree or above,0.084076
5264,2011,New Hampshire,People with less than 9 years of education/people with college degree or above,0.08526
5265,2012,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0681932
5266,2013,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0828969
5267,2014,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0729411
5268,2015,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0545866
5269,2005,New Jersey,People with less than 9 years of education/people with college degree or above,0.1561602
5270,2006,New Jersey,People with less than 9 years of education/people with college degree or above,0.1773537
5271,2007,New Jersey,People with less than 9 years of education/people with college degree or above,0.162959
5272,2008,New Jersey,People with less than 9 years of education/people with college degree or above,0.1585127
5273,2009,New Jersey,People with less than 9 years of education/people with college degree or above,0.1638553
5274,2010,New Jersey,People with less than 9 years of education/people with college degree or above,0.1527845
5275,2011,New Jersey,People with less than 9 years of education/people with college degree or above,0.1577571
5276,2012,New Jersey,People with less than 9 years of education/people with college degree or above,0.1466524
5277,2013,New Jersey,People with less than 9 years of education/people with college degree or above,0.1491642
5278,2014,New Jersey,People with less than 9 years of education/people with college degree or above,0.1382758
5279,2015,New Jersey,People with less than 9 years of education/people with college degree or above,0.1378102
5280,2005,New Mexico,People with less than 9 years of education/people with college degree or above,0.3059636
5281,2006,New Mexico,People with less than 9 years of education/people with college degree or above,0.3268435
5282,2007,New Mexico,People with less than 9 years of education/people with college degree or above,0.3362191
5283,2008,New Mexico,People with less than 9 years of education/people with college degree or above,0.3189409
5284,2009,New Mexico,People with less than 9 years of education/people with college degree or above,0.3010118
5285,2010,New Mexico,People with less than 9 years of education/people with college degree or above,0.3034267
5286,2011,New Mexico,People with less than 9 years of education/people with college degree or above,0.2842324
5287,2012,New Mexico,People with less than 9 years of education/people with college degree or above,0.2628318
5288,2013,New Mexico,People with less than 9 years of education/people with college degree or above,0.2801919
5289,2014,New Mexico,People with less than 9 years of education/people with college degree or above,0.2505883
5290,2015,New Mexico,People with less than 9 years of education/people with college degree or above,0.2546768
5291,2005,New York,People with less than 9 years of education/people with college degree or above,0.208631
5292,2006,New York,People with less than 9 years of education/people with college degree or above,0.2228721
5293,2007,New York,People with less than 9 years of education/people with college degree or above,0.2255999
5294,2008,New York,People with less than 9 years of education/people with college degree or above,0.2279619
5295,2009,New York,People with less than 9 years of education/people with college degree or above,0.2152803
5296,2010,New York,People with less than 9 years of education/people with college degree or above,0.216304
5297,2011,New York,People with less than 9 years of education/people with college degree or above,0.2072287
5298,2012,New York,People with less than 9 years of education/people with college degree or above,0.1996761
5299,2013,New York,People with less than 9 years of education/people with college degree or above,0.1984775
5300,2014,New York,People with less than 9 years of education/people with college degree or above,0.1933579
5301,2015,New York,People with less than 9 years of education/people with college degree or above,0.1890346
5302,2005,North Carolina,People with less than 9 years of education/people with college degree or above,0.2522718
5303,2006,North Carolina,People with less than 9 years of education/people with college degree or above,0.2647377
5304,2007,North Carolina,People with less than 9 years of education/people with college degree or above,0.2395298
5305,2008,North Carolina,People with less than 9 years of education/people with college degree or above,0.2418584
5306,2009,North Carolina,People with less than 9 years of education/people with college degree or above,0.2233254
5307,2010,North Carolina,People with less than 9 years of education/people with college degree or above,0.2119931
5308,2011,North Carolina,People with less than 9 years of education/people with college degree or above,0.2129193
5309,2012,North Carolina,People with less than 9 years of education/people with college degree or above,0.2106041
5310,2013,North Carolina,People with less than 9 years of education/people with college degree or above,0.1917641
5311,2014,North Carolina,People with less than 9 years of education/people with college degree or above,0.1751732
5312,2015,North Carolina,People with less than 9 years of education/people with college degree or above,0.1710514
5313,2005,North Dakota,People with less than 9 years of education/people with college degree or above,0.2306919
5314,2006,North Dakota,People with less than 9 years of education/people with college degree or above,0.2409817
5315,2007,North Dakota,People with less than 9 years of education/people with college degree or above,0.2327504
5316,2008,North Dakota,People with less than 9 years of education/people with college degree or above,0.2024005
5317,2009,North Dakota,People with less than 9 years of education/people with college degree or above,0.2038599
5318,2010,North Dakota,People with less than 9 years of education/people with college degree or above,0.1780391
5319,2011,North Dakota,People with less than 9 years of education/people with college degree or above,0.1700678
5320,2012,North Dakota,People with less than 9 years of education/people with college degree or above,0.1419355
5321,2013,North Dakota,People with less than 9 years of education/people with college degree or above,0.1497187
5322,2014,North Dakota,People with less than 9 years of education/people with college degree or above,0.1201529
5323,2015,North Dakota,People with less than 9 years of education/people with college degree or above,0.1265106
5324,2005,Ohio,People with less than 9 years of education/people with college degree or above,0.1459939
5325,2006,Ohio,People with less than 9 years of education/people with college degree or above,0.1566409
5326,2007,Ohio,People with less than 9 years of education/people with college degree or above,0.1432569
5327,2008,Ohio,People with less than 9 years of education/people with college degree or above,0.1424799
5328,2009,Ohio,People with less than 9 years of education/people with college degree or above,0.1438593
5329,2010,Ohio,People with less than 9 years of education/people with college degree or above,0.1338985
5330,2011,Ohio,People with less than 9 years of education/people with college degree or above,0.1348024
5331,2012,Ohio,People with less than 9 years of education/people with college degree or above,0.1226434
5332,2013,Ohio,People with less than 9 years of education/people with college degree or above,0.1215829
5333,2014,Ohio,People with less than 9 years of education/people with college degree or above,0.1113254
5334,2015,Ohio,People with less than 9 years of education/people with college degree or above,0.1105216
5335,2005,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2137728
5336,2006,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2326991
5337,2007,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2132731
5338,2008,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2221441
5339,2009,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2195785
5340,2010,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1989685
5341,2011,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2003877
5342,2012,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1917143
5343,2013,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1837673
5344,2014,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1747769
5345,2015,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1729449
5346,2005,Oregon,People with less than 9 years of education/people with college degree or above,0.148519
5347,2006,Oregon,People with less than 9 years of education/people with college degree or above,0.1712558
5348,2007,Oregon,People with less than 9 years of education/people with college degree or above,0.1604529
5349,2008,Oregon,People with less than 9 years of education/people with college degree or above,0.1492251
5350,2009,Oregon,People with less than 9 years of education/people with college degree or above,0.1417082
5351,2010,Oregon,People with less than 9 years of education/people with college degree or above,0.142524
5352,2011,Oregon,People with less than 9 years of education/people with college degree or above,0.1415017
5353,2012,Oregon,People with less than 9 years of education/people with college degree or above,0.1231853
5354,2013,Oregon,People with less than 9 years of education/people with college degree or above,0.1342153
5355,2014,Oregon,People with less than 9 years of education/people with college degree or above,0.1360432
5356,2015,Oregon,People with less than 9 years of education/people with college degree or above,0.11457
5357,2005,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1501288
5358,2006,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.165603
5359,2007,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1531323
5360,2008,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1542418
5361,2009,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1480823
5362,2010,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1386469
5363,2011,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1350005
5364,2012,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1294119
5365,2013,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1240738
5366,2014,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1202909
5367,2015,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1124898
5368,2005,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2153819
5369,2006,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2459707
5370,2007,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2566365
5371,2008,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2276071
5372,2009,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2301859
5373,2010,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2426813
5374,2011,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2067021
5375,2012,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2042388
5376,2013,Rhode Island,People with less than 9 years of education/people with college degree or above,0.189177
5377,2014,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1883664
5378,2015,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1688273
5379,2005,South Carolina,People with less than 9 years of education/people with college degree or above,0.2665976
5380,2006,South Carolina,People with less than 9 years of education/people with college degree or above,0.2818893
5381,2007,South Carolina,People with less than 9 years of education/people with college degree or above,0.2541353
5382,2008,South Carolina,People with less than 9 years of education/people with college degree or above,0.2543898
5383,2009,South Carolina,People with less than 9 years of education/people with college degree or above,0.2427293
5384,2010,South Carolina,People with less than 9 years of education/people with college degree or above,0.2227528
5385,2011,South Carolina,People with less than 9 years of education/people with college degree or above,0.2314516
5386,2012,South Carolina,People with less than 9 years of education/people with college degree or above,0.2068817
5387,2013,South Carolina,People with less than 9 years of education/people with college degree or above,0.1933264
5388,2014,South Carolina,People with less than 9 years of education/people with college degree or above,0.1730323
5389,2015,South Carolina,People with less than 9 years of education/people with college degree or above,0.1651373
5390,2005,South Dakota,People with less than 9 years of education/people with college degree or above,0.2087625
5391,2006,South Dakota,People with less than 9 years of education/people with college degree or above,0.2223807
5392,2007,South Dakota,People with less than 9 years of education/people with college degree or above,0.2162489
5393,2008,South Dakota,People with less than 9 years of education/people with college degree or above,0.1708432
5394,2009,South Dakota,People with less than 9 years of education/people with college degree or above,0.179432
5395,2010,South Dakota,People with less than 9 years of education/people with college degree or above,0.1771136
5396,2011,South Dakota,People with less than 9 years of education/people with college degree or above,0.1568762
5397,2012,South Dakota,People with less than 9 years of education/people with college degree or above,0.1618946
5398,2013,South Dakota,People with less than 9 years of education/people with college degree or above,0.131929
5399,2014,South Dakota,People with less than 9 years of education/people with college degree or above,0.1226916
5400,2015,South Dakota,People with less than 9 years of education/people with college degree or above,0.1253963
5401,2005,Tennessee,People with less than 9 years of education/people with college degree or above,0.3249148
5402,2006,Tennessee,People with less than 9 years of education/people with college degree or above,0.3504246
5403,2007,Tennessee,People with less than 9 years of education/people with college degree or above,0.3263775
5404,2008,Tennessee,People with less than 9 years of education/people with college degree or above,0.2880301
5405,2009,Tennessee,People with less than 9 years of education/people with college degree or above,0.2804648
5406,2010,Tennessee,People with less than 9 years of education/people with college degree or above,0.2701048
5407,2011,Tennessee,People with less than 9 years of education/people with college degree or above,0.2585181
5408,2012,Tennessee,People with less than 9 years of education/people with college degree or above,0.2366908
5409,2013,Tennessee,People with less than 9 years of education/people with college degree or above,0.2269236
5410,2014,Tennessee,People with less than 9 years of education/people with college degree or above,0.214332
5411,2015,Tennessee,People with less than 9 years of education/people with college degree or above,0.2061412
5412,2005,Texas,People with less than 9 years of education/people with college degree or above,0.4127312
5413,2006,Texas,People with less than 9 years of education/people with college degree or above,0.4242434
5414,2007,Texas,People with less than 9 years of education/people with college degree or above,0.4138149
5415,2008,Texas,People with less than 9 years of education/people with college degree or above,0.4100932
5416,2009,Texas,People with less than 9 years of education/people with college degree or above,0.3985483
5417,2010,Texas,People with less than 9 years of education/people with college degree or above,0.3748796
5418,2011,Texas,People with less than 9 years of education/people with college degree or above,0.3600121
5419,2012,Texas,People with less than 9 years of education/people with college degree or above,0.3443771
5420,2013,Texas,People with less than 9 years of education/people with college degree or above,0.3309998
5421,2014,Texas,People with less than 9 years of education/people with college degree or above,0.3247893
5422,2015,Texas,People with less than 9 years of education/people with college degree or above,0.3147226
5423,2005,Utah,People with less than 9 years of education/people with college degree or above,0.1005815
5424,2006,Utah,People with less than 9 years of education/people with college degree or above,0.1186887
5425,2007,Utah,People with less than 9 years of education/people with college degree or above,0.110014
5426,2008,Utah,People with less than 9 years of education/people with college degree or above,0.1121488
5427,2009,Utah,People with less than 9 years of education/people with college degree or above,0.1185684
5428,2010,Utah,People with less than 9 years of education/people with college degree or above,0.1052219
5429,2011,Utah,People with less than 9 years of education/people with college degree or above,0.1061087
5430,2012,Utah,People with less than 9 years of education/people with college degree or above,0.0984359
5431,2013,Utah,People with less than 9 years of education/people with college degree or above,0.0934431
5432,2014,Utah,People with less than 9 years of education/people with college degree or above,0.0956294
5433,2015,Utah,People with less than 9 years of education/people with college degree or above,0.0900449
5434,2005,Vermont,People with less than 9 years of education/people with college degree or above,0.1183772
5435,2006,Vermont,People with less than 9 years of education/people with college degree or above,0.1093134
5436,2007,Vermont,People with less than 9 years of education/people with college degree or above,0.1008689
5437,2008,Vermont,People with less than 9 years of education/people with college degree or above,0.1069535
5438,2009,Vermont,People with less than 9 years of education/people with college degree or above,0.091955
5439,2010,Vermont,People with less than 9 years of education/people with college degree or above,0.0906505
5440,2011,Vermont,People with less than 9 years of education/people with college degree or above,0.0778543
5441,2012,Vermont,People with less than 9 years of education/people with college degree or above,0.0811485
5442,2013,Vermont,People with less than 9 years of education/people with college degree or above,0.0901442
5443,2014,Vermont,People with less than 9 years of education/people with college degree or above,0.0795024
5444,2015,Vermont,People with less than 9 years of education/people with college degree or above,0.0759107
5445,2005,Virginia,People with less than 9 years of education/people with college degree or above,0.1659791
5446,2006,Virginia,People with less than 9 years of education/people with college degree or above,0.1709599
5447,2007,Virginia,People with less than 9 years of education/people with college degree or above,0.1612476
5448,2008,Virginia,People with less than 9 years of education/people with college degree or above,0.1678901
5449,2009,Virginia,People with less than 9 years of education/people with college degree or above,0.1548335
5450,2010,Virginia,People with less than 9 years of education/people with college degree or above,0.1599853
5451,2011,Virginia,People with less than 9 years of education/people with college degree or above,0.1372476
5452,2012,Virginia,People with less than 9 years of education/people with college degree or above,0.1397942
5453,2013,Virginia,People with less than 9 years of education/people with college degree or above,0.1298495
5454,2014,Virginia,People with less than 9 years of education/people with college degree or above,0.1299845
5455,2015,Virginia,People with less than 9 years of education/people with college degree or above,0.1219979
5456,2005,Washington,People with less than 9 years of education/people with college degree or above,0.1297528
5457,2006,Washington,People with less than 9 years of education/people with college degree or above,0.1346955
5458,2007,Washington,People with less than 9 years of education/people with college degree or above,0.1306545
5459,2008,Washington,People with less than 9 years of education/people with college degree or above,0.1335284
5460,2009,Washington,People with less than 9 years of education/people with college degree or above,0.1267714
5461,2010,Washington,People with less than 9 years of education/people with college degree or above,0.1328773
5462,2011,Washington,People with less than 9 years of education/people with college degree or above,0.1320489
5463,2012,Washington,People with less than 9 years of education/people with college degree or above,0.1262094
5464,2013,Washington,People with less than 9 years of education/people with college degree or above,0.1218487
5465,2014,Washington,People with less than 9 years of education/people with college degree or above,0.1221409
5466,2015,Washington,People with less than 9 years of education/people with college degree or above,0.1148206
5467,2005,West Virginia,People with less than 9 years of education/people with college degree or above,0.4135658
5468,2006,West Virginia,People with less than 9 years of education/people with college degree or above,0.4295388
5469,2007,West Virginia,People with less than 9 years of education/people with college degree or above,0.4049589
5470,2008,West Virginia,People with less than 9 years of education/people with college degree or above,0.3878328
5471,2009,West Virginia,People with less than 9 years of education/people with college degree or above,0.3749026
5472,2010,West Virginia,People with less than 9 years of education/people with college degree or above,0.3467037
5473,2011,West Virginia,People with less than 9 years of education/people with college degree or above,0.3153643
5474,2012,West Virginia,People with less than 9 years of education/people with college degree or above,0.3009963
5475,2013,West Virginia,People with less than 9 years of education/people with college degree or above,0.2852279
5476,2014,West Virginia,People with less than 9 years of education/people with college degree or above,0.2586956
5477,2015,West Virginia,People with less than 9 years of education/people with college degree or above,0.2281714
5478,2005,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1529626
5479,2006,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1615147
5480,2007,Wisconsin,People with less than 9 years of education/people with college degree or above,0.144936
5481,2008,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1439579
5482,2009,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1361697
5483,2010,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1310647
5484,2011,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1281813
5485,2012,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1226322
5486,2013,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1110288
5487,2014,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1038071
5488,2015,Wisconsin,People with less than 9 years of education/people with college degree or above,0.1045244
5489,2005,Wyoming,People with less than 9 years of education/people with college degree or above,0.0990071
5490,2006,Wyoming,People with less than 9 years of education/people with college degree or above,0.130321
5491,2007,Wyoming,People with less than 9 years of education/people with college degree or above,0.1068864
5492,2008,Wyoming,People with less than 9 years of education/people with college degree or above,0.0981383
5493,2009,Wyoming,People with less than 9 years of education/people with college degree or above,0.1052103
5494,2010,Wyoming,People with less than 9 years of education/people with college degree or above,0.1081432
5495,2011,Wyoming,People with less than 9 years of education/people with college degree or above,0.0745843
5496,2012,Wyoming,People with less than 9 years of education/people with college degree or above,0.0924182
5497,2013,Wyoming,People with less than 9 years of education/people with college degree or above,0.0553023
5498,2014,Wyoming,People with less than 9 years of education/people with college degree or above,0.0809906
5499,2015,Wyoming,People with less than 9 years of education/people with college degree or above,0.0761805
5500,2005,Alabama,Black/white,0.3691249
5501,2006,Alabama,Black/white,0.37965
5502,2007,Alabama,Black/white,0.3804643
5503,2008,Alabama,Black/white,0.3828507
5504,2009,Alabama,Black/white,0.3843096
5505,2010,Alabama,Black/white,0.393883
5506,2011,Alabama,Black/white,0.4000218
5507,2012,Alabama,Black/white,0.3972534
5508,2013,Alabama,Black/white,0.4007154
5509,2014,Alabama,Black/white,0.4029985
5510,2015,Alabama,Black/white,0.4067625
5511,2005,Alaska,Black/white,0.0510625
5512,2006,Alaska,Black/white,0.0459945
5513,2007,Alaska,Black/white,0.0550718
5514,2008,Alaska,Black/white,0.0552909
5515,2009,Alaska,Black/white,0.0596027
5516,2010,Alaska,Black/white,0.054041
5517,2011,Alaska,Black/white,0.0503288
5518,2012,Alaska,Black/white,0.0569157
5519,2013,Alaska,Black/white,0.054614
5520,2014,Alaska,Black/white,0.0544824
5521,2015,Alaska,Black/white,0.0578511
5522,2005,Arizona,Black/white,0.0488043
5523,2006,Arizona,Black/white,0.0542048
5524,2007,Arizona,Black/white,0.0577199
5525,2008,Arizona,Black/white,0.062337
5526,2009,Arizona,Black/white,0.0674129
5527,2010,Arizona,Black/white,0.0712804
5528,2011,Arizona,Black/white,0.0716175
5529,2012,Arizona,Black/white,0.0767599
5530,2013,Arizona,Black/white,0.074113
5531,2014,Arizona,Black/white,0.0742684
5532,2015,Arizona,Black/white,0.0790805
5533,2005,Arkansas,Black/white,0.1981588
5534,2006,Arkansas,Black/white,0.20317
5535,2007,Arkansas,Black/white,0.2049075
5536,2008,Arkansas,Black/white,0.2050132
5537,2009,Arkansas,Black/white,0.2066487
5538,2010,Arkansas,Black/white,0.2133808
5539,2011,Arkansas,Black/white,0.2124102
5540,2012,Arkansas,Black/white,0.212091
5541,2013,Arkansas,Black/white,0.2129975
5542,2014,Arkansas,Black/white,0.2151613
5543,2015,Arkansas,Black/white,0.2158939
5544,2005,California,Black/white,0.1368501
5545,2006,California,Black/white,0.1410909
5546,2007,California,Black/white,0.1414264
5547,2008,California,Black/white,0.1462876
5548,2009,California,Black/white,0.1466778
5549,2010,California,Black/white,0.1502696
5550,2011,California,Black/white,0.1510948
5551,2012,California,Black/white,0.1518864
5552,2013,California,Black/white,0.1524415
5553,2014,California,Black/white,0.152176
5554,2015,California,Black/white,0.1537098
5555,2005,Colorado,Black/white,0.0491117
5556,2006,Colorado,Black/white,0.0502925
5557,2007,Colorado,Black/white,0.0523559
5558,2008,Colorado,Black/white,0.053643
5559,2009,Colorado,Black/white,0.0550606
5560,2010,Colorado,Black/white,0.056148
5561,2011,Colorado,Black/white,0.0570803
5562,2012,Colorado,Black/white,0.0606394
5563,2013,Colorado,Black/white,0.0575222
5564,2014,Colorado,Black/white,0.0584383
5565,2015,Colorado,Black/white,0.0601537
5566,2005,Connecticut,Black/white,0.1175115
5567,2006,Connecticut,Black/white,0.1231658
5568,2007,Connecticut,Black/white,0.122051
5569,2008,Connecticut,Black/white,0.1284979
5570,2009,Connecticut,Black/white,0.1316367
5571,2010,Connecticut,Black/white,0.1404487
5572,2011,Connecticut,Black/white,0.1420767
5573,2012,Connecticut,Black/white,0.1457951
5574,2013,Connecticut,Black/white,0.1488099
5575,2014,Connecticut,Black/white,0.1507985
5576,2015,Connecticut,Black/white,0.1559848
5577,2005,Delaware,Black/white,0.2841006
5578,2006,Delaware,Black/white,0.2962875
5579,2007,Delaware,Black/white,0.2911687
5580,2008,Delaware,Black/white,0.3016957
5581,2009,Delaware,Black/white,0.3081837
5582,2010,Delaware,Black/white,0.325955
5583,2011,Delaware,Black/white,0.3287288
5584,2012,Delaware,Black/white,0.3340162
5585,2013,Delaware,Black/white,0.3382219
5586,2014,Delaware,Black/white,0.3420187
5587,2015,Delaware,Black/white,0.3418369
5588,2005,Florida,Black/white,0.2353736
5589,2006,Florida,Black/white,0.2445892
5590,2007,Florida,Black/white,0.2451829
5591,2008,Florida,Black/white,0.2555793
5592,2009,Florida,Black/white,0.2637855
5593,2010,Florida,Black/white,0.27539
5594,2011,Florida,Black/white,0.2788048
5595,2012,Florida,Black/white,0.2832024
5596,2013,Florida,Black/white,0.2857934
5597,2014,Florida,Black/white,0.2913513
5598,2015,Florida,Black/white,0.2937005
5599,2005,Georgia,Black/white,0.485176
5600,2006,Georgia,Black/white,0.504342
5601,2007,Georgia,Black/white,0.5098577
5602,2008,Georgia,Black/white,0.5178079
5603,2009,Georgia,Black/white,0.522704
5604,2010,Georgia,Black/white,0.5492585
5605,2011,Georgia,Black/white,0.5553544
5606,2012,Georgia,Black/white,0.5610135
5607,2013,Georgia,Black/white,0.5675555
5608,2014,Georgia,Black/white,0.577908
5609,2015,Georgia,Black/white,0.5832751
5610,2005,Hawaii,Black/white,0.0840098
5611,2006,Hawaii,Black/white,0.0849054
5612,2007,Hawaii,Black/white,0.0862657
5613,2008,Hawaii,Black/white,0.0959653
5614,2009,Hawaii,Black/white,0.0908961
5615,2010,Hawaii,Black/white,0.0658638
5616,2011,Hawaii,Black/white,0.0834821
5617,2012,Hawaii,Black/white,0.0807899
5618,2013,Hawaii,Black/white,0.0939063
5619,2014,Hawaii,Black/white,0.0944734
5620,2015,Hawaii,Black/white,0.0908901
5621,2005,Idaho,Black/white,0.0042658
5622,2006,Idaho,Black/white,0.0048252
5623,2007,Idaho,Black/white,0.0065606
5624,2008,Idaho,Black/white,0.0061399
5625,2009,Idaho,Black/white,0.007845
5626,2010,Idaho,Black/white,0.006719
5627,2011,Idaho,Black/white,0.0063427
5628,2012,Idaho,Black/white,0.0065811
5629,2013,Idaho,Black/white,0.0067844
5630,2014,Idaho,Black/white,0.008392
5631,2015,Idaho,Black/white,0.0064578
5632,2005,Illinois,Black/white,0.2193027
5633,2006,Illinois,Black/white,0.224897
5634,2007,Illinois,Black/white,0.2238645
5635,2008,Illinois,Black/white,0.2261215
5636,2009,Illinois,Black/white,0.2257408
5637,2010,Illinois,Black/white,0.2284121
5638,2011,Illinois,Black/white,0.2298534
5639,2012,Illinois,Black/white,0.2289977
5640,2013,Illinois,Black/white,0.2271166
5641,2014,Illinois,Black/white,0.2295308
5642,2015,Illinois,Black/white,0.232074
5643,2005,Indiana,Black/white,0.100483
5644,2006,Indiana,Black/white,0.1039117
5645,2007,Indiana,Black/white,0.103022
5646,2008,Indiana,Black/white,0.1033701
5647,2009,Indiana,Black/white,0.1067741
5648,2010,Indiana,Black/white,0.1109765
5649,2011,Indiana,Black/white,0.1112469
5650,2012,Indiana,Black/white,0.1130919
5651,2013,Indiana,Black/white,0.113969
5652,2014,Indiana,Black/white,0.1157763
5653,2015,Indiana,Black/white,0.1145157
5654,2005,Iowa,Black/white,0.0239077
5655,2006,Iowa,Black/white,0.0243338
5656,2007,Iowa,Black/white,0.0255848
5657,2008,Iowa,Black/white,0.0281347
