year,state,measure,value,population
2011,Oklahoma,People with less than 9 years of education/people with college degree or above,0.2003877,"3,788,379"
2011,Oklahoma,Black/white,0.106545,"3,788,379"
2011,Oklahoma,Hispanic/white,0.1344901,"3,788,379"
2012,Oklahoma,Labor Force Participation,62.3,"3,818,814"
2012,Oklahoma,Unemployment rate,5.2,"3,818,814"
2012,Oklahoma,Average household size,2.56,"3,818,814"
2012,Oklahoma,Poverty rate,13.1,"3,818,814"
2012,Oklahoma,"Number of corruption convictions per 1,000,000 people",6.81553,"3,818,814"
2012,Oklahoma,Gini coefficient,0.46430001,"3,818,814"
2012,Oklahoma,GDP,45476.45507,"3,818,814"
2012,Oklahoma,Log(GDP),10.72495,"3,818,814"
2012,Oklahoma,Age,36.3,"3,818,814"
2012,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1917143,"3,818,814"
2012,Oklahoma,Black/white,0.1055079,"3,818,814"
2012,Oklahoma,Hispanic/white,0.1377918,"3,818,814"
2013,Oklahoma,Labor Force Participation,61.7,"3,853,214"
2013,Oklahoma,Unemployment rate,5.3,"3,853,214"
2013,Oklahoma,Average household size,2.58,"3,853,214"
2013,Oklahoma,Poverty rate,12.5,"3,853,214"
2013,Oklahoma,"Number of corruption convictions per 1,000,000 people",5.71344,"3,853,214"
2013,Oklahoma,Gini coefficient,0.4619,"3,853,214"
2013,Oklahoma,GDP,46123.59868,"3,853,214"
2013,Oklahoma,Log(GDP),10.73908,"3,853,214"
2013,Oklahoma,Age,36.2,"3,853,214"
2013,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1837673,"3,853,214"
2013,Oklahoma,Black/white,0.1066773,"3,853,214"
2013,Oklahoma,Hispanic/white,0.1423524,"3,853,214"
2014,Oklahoma,Labor Force Participation,61.1,"3,878,187"
2014,Oklahoma,Unemployment rate,4.5,"3,878,187"
2014,Oklahoma,Average household size,2.58,"3,878,187"
2014,Oklahoma,Poverty rate,12.2,"3,878,187"
2014,Oklahoma,"Number of corruption convictions per 1,000,000 people",5.67295,"3,878,187"
2014,Oklahoma,Gini coefficient,0.46599999,"3,878,187"
2014,Oklahoma,GDP,48494.71006,"3,878,187"
2014,Oklahoma,Log(GDP),10.78921,"3,878,187"
2014,Oklahoma,Age,36.2,"3,878,187"
2014,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1747769,"3,878,187"
2014,Oklahoma,Black/white,0.1106037,"3,878,187"
2014,Oklahoma,Hispanic/white,0.1458828,"3,878,187"
2015,Oklahoma,Labor Force Participation,61.7,"3,909,500"
2015,Oklahoma,Unemployment rate,4.4,"3,909,500"
2015,Oklahoma,Average household size,2.59,"3,909,500"
2015,Oklahoma,Poverty rate,11.7,"3,909,500"
2015,Oklahoma,"Number of corruption convictions per 1,000,000 people",5.11334,"3,909,500"
2015,Oklahoma,Gini coefficient,0.4702,"3,909,500"
2015,Oklahoma,GDP,49743.7447,"3,909,500"
2015,Oklahoma,Log(GDP),10.81464,"3,909,500"
2015,Oklahoma,Age,36.3,"3,909,500"
2015,Oklahoma,People with less than 9 years of education/people with college degree or above,0.1729449,"3,909,500"
2015,Oklahoma,Black/white,0.1102263,"3,909,500"
2015,Oklahoma,Hispanic/white,0.1526323,"3,909,500"
2005,Oregon,Labor Force Participation,65.4,"3,613,202"
2005,Oregon,Unemployment rate,6.2,"3,613,202"
2005,Oregon,Average household size,2.5,"3,613,202"
2005,Oregon,Poverty rate,10.1,"3,613,202"
2005,Oregon,"Number of corruption convictions per 1,000,000 people",1.10705,"3,613,202"
2005,Oregon,Gini coefficient,0.44600001,"3,613,202"
2005,Oregon,GDP,44510.4824,"3,613,202"
2005,Oregon,Log(GDP),10.70348,"3,613,202"
2005,Oregon,Age,37,"3,613,202"
2005,Oregon,People with less than 9 years of education/people with college degree or above,0.148519,"3,613,202"
2005,Oregon,Black/white,0.0193998,"3,613,202"
2005,Oregon,Hispanic/white,0.1219592,"3,613,202"
2006,Oregon,Labor Force Participation,65.5,"3,670,883"
2006,Oregon,Unemployment rate,5.3,"3,670,883"
2006,Oregon,Average household size,2.5,"3,670,883"
2006,Oregon,Poverty rate,9.2,"3,670,883"
2006,Oregon,"Number of corruption convictions per 1,000,000 people",1.63449,"3,670,883"
2006,Oregon,Gini coefficient,0.44400001,"3,670,883"
2006,Oregon,GDP,45372.43314,"3,670,883"
2006,Oregon,Log(GDP),10.72266,"3,670,883"
2006,Oregon,Age,37.6,"3,670,883"
2006,Oregon,People with less than 9 years of education/people with college degree or above,0.1712558,"3,670,883"
2006,Oregon,Black/white,0.0204015,"3,670,883"
2006,Oregon,Hispanic/white,0.1267997,"3,670,883"
2007,Oregon,Labor Force Participation,65.7,"3,722,417"
2007,Oregon,Unemployment rate,5.2,"3,722,417"
2007,Oregon,Average household size,2.49,"3,722,417"
2007,Oregon,Poverty rate,8.9,"3,722,417"
2007,Oregon,"Number of corruption convictions per 1,000,000 people",2.95507,"3,722,417"
2007,Oregon,Gini coefficient,0.442,"3,722,417"
2007,Oregon,GDP,45661.46479,"3,722,417"
2007,Oregon,Log(GDP),10.72901,"3,722,417"
2007,Oregon,Age,37.9,"3,722,417"
2007,Oregon,People with less than 9 years of education/people with college degree or above,0.1604529,"3,722,417"
2007,Oregon,Black/white,0.0200342,"3,722,417"
2007,Oregon,Hispanic/white,0.1316316,"3,722,417"
2008,Oregon,Labor Force Participation,65.8,"3,768,748"
2008,Oregon,Unemployment rate,6.5,"3,768,748"
2008,Oregon,Average household size,2.51,"3,768,748"
2008,Oregon,Poverty rate,9.6,"3,768,748"
2008,Oregon,"Number of corruption convictions per 1,000,000 people",0.791544,"3,768,748"
2008,Oregon,Gini coefficient,0.447,"3,768,748"
2008,Oregon,GDP,45897.68688,"3,768,748"
2008,Oregon,Log(GDP),10.73417,"3,768,748"
2008,Oregon,Age,38,"3,768,748"
2008,Oregon,People with less than 9 years of education/people with college degree or above,0.1492251,"3,768,748"
2008,Oregon,Black/white,0.0216757,"3,768,748"
2008,Oregon,Hispanic/white,0.1373801,"3,768,748"
2009,Oregon,Labor Force Participation,65.7,"3,808,600"
2009,Oregon,Unemployment rate,11.3,"3,808,600"
2009,Oregon,Average household size,2.52,"3,808,600"
2009,Oregon,Poverty rate,9.8,"3,808,600"
2009,Oregon,"Number of corruption convictions per 1,000,000 people",1.30696,"3,808,600"
2009,Oregon,Gini coefficient,0.44299999,"3,808,600"
2009,Oregon,GDP,43561.97867,"3,808,600"
2009,Oregon,Log(GDP),10.68194,"3,808,600"
2009,Oregon,Age,38,"3,808,600"
2009,Oregon,People with less than 9 years of education/people with college degree or above,0.1417082,"3,808,600"
2009,Oregon,Black/white,0.0224412,"3,808,600"
2009,Oregon,Hispanic/white,0.1409947,"3,808,600"
2010,Oregon,Labor Force Participation,65.4,"3,837,491"
2010,Oregon,Unemployment rate,10.6,"3,837,491"
2010,Oregon,Average household size,2.49,"3,837,491"
2010,Oregon,Poverty rate,11,"3,837,491"
2010,Oregon,"Number of corruption convictions per 1,000,000 people",0.260487,"3,837,491"
2010,Oregon,Gini coefficient,0.449,"3,837,491"
2010,Oregon,GDP,44026.63189,"3,837,491"
2010,Oregon,Log(GDP),10.69255,"3,837,491"
2010,Oregon,Age,38.5,"3,837,491"
2010,Oregon,People with less than 9 years of education/people with college degree or above,0.142524,"3,837,491"
2010,Oregon,Black/white,0.0234035,"3,837,491"
2010,Oregon,Hispanic/white,0.1503095,"3,837,491"
2011,Oregon,Labor Force Participation,65,"3,872,036"
2011,Oregon,Unemployment rate,9.5,"3,872,036"
2011,Oregon,Average household size,2.5,"3,872,036"
2011,Oregon,Poverty rate,11.9,"3,872,036"
2011,Oregon,"Number of corruption convictions per 1,000,000 people",1.80792,"3,872,036"
2011,Oregon,Gini coefficient,0.45860001,"3,872,036"
2011,Oregon,GDP,44909.29195,"3,872,036"
2011,Oregon,Log(GDP),10.7124,"3,872,036"
2011,Oregon,Age,38.7,"3,872,036"
2011,Oregon,People with less than 9 years of education/people with college degree or above,0.1415017,"3,872,036"
2011,Oregon,Black/white,0.0232293,"3,872,036"
2011,Oregon,Hispanic/white,0.1545164,"3,872,036"
2012,Oregon,Labor Force Participation,63.1,"3,899,001"
2012,Oregon,Unemployment rate,8.8,"3,899,001"
2012,Oregon,Average household size,2.51,"3,899,001"
2012,Oregon,Poverty rate,12.1,"3,899,001"
2012,Oregon,"Number of corruption convictions per 1,000,000 people",0.512906,"3,899,001"
2012,Oregon,Gini coefficient,0.45649999,"3,899,001"
2012,Oregon,GDP,44749.25162,"3,899,001"
2012,Oregon,Log(GDP),10.70883,"3,899,001"
2012,Oregon,Age,38.9,"3,899,001"
2012,Oregon,People with less than 9 years of education/people with college degree or above,0.1231853,"3,899,001"
2012,Oregon,Black/white,0.023035,"3,899,001"
2012,Oregon,Hispanic/white,0.1566601,"3,899,001"
2013,Oregon,Labor Force Participation,61.1,"3,922,468"
2013,Oregon,Unemployment rate,7.9,"3,922,468"
2013,Oregon,Average household size,2.52,"3,922,468"
2013,Oregon,Poverty rate,11.3,"3,922,468"
2013,Oregon,"Number of corruption convictions per 1,000,000 people",0.763346,"3,922,468"
2013,Oregon,Gini coefficient,0.46000001,"3,922,468"
2013,Oregon,GDP,44733.59212,"3,922,468"
2013,Oregon,Log(GDP),10.70848,"3,922,468"
2013,Oregon,Age,39.1,"3,922,468"
2013,Oregon,People with less than 9 years of education/people with college degree or above,0.1342153,"3,922,468"
2013,Oregon,Black/white,0.0239009,"3,922,468"
2013,Oregon,Hispanic/white,0.1591403,"3,922,468"
2014,Oregon,Labor Force Participation,61.2,"3,963,244"
2014,Oregon,Unemployment rate,6.8,"3,963,244"
2014,Oregon,Average household size,2.53,"3,963,244"
2014,Oregon,Poverty rate,11,"3,963,244"
2014,Oregon,"Number of corruption convictions per 1,000,000 people",1.0075,"3,963,244"
2014,Oregon,Gini coefficient,0.46239999,"3,963,244"
2014,Oregon,GDP,45838.97542,"3,963,244"
2014,Oregon,Log(GDP),10.73289,"3,963,244"
2014,Oregon,Age,39.3,"3,963,244"
2014,Oregon,People with less than 9 years of education/people with college degree or above,0.1360432,"3,963,244"
2014,Oregon,Black/white,0.0232741,"3,963,244"
2014,Oregon,Hispanic/white,0.1627539,"3,963,244"
2015,Oregon,Labor Force Participation,61.6,"4,015,792"
2015,Oregon,Unemployment rate,5.6,"4,015,792"
2015,Oregon,Average household size,2.54,"4,015,792"
2015,Oregon,Poverty rate,9.9,"4,015,792"
2015,Oregon,"Number of corruption convictions per 1,000,000 people",0.744606,"4,015,792"
2015,Oregon,Gini coefficient,0.46219999,"4,015,792"
2015,Oregon,GDP,47554.41912,"4,015,792"
2015,Oregon,Log(GDP),10.76963,"4,015,792"
2015,Oregon,Age,39.1,"4,015,792"
2015,Oregon,People with less than 9 years of education/people with college degree or above,0.11457,"4,015,792"
2015,Oregon,Black/white,0.0249723,"4,015,792"
2015,Oregon,Hispanic/white,0.1660599,"4,015,792"
2005,Pennsylvania,Labor Force Participation,64.4,"12,449,990"
2005,Pennsylvania,Unemployment rate,5,"12,449,990"
2005,Pennsylvania,Average household size,2.46,"12,449,990"
2005,Pennsylvania,Poverty rate,8.6,"12,449,990"
2005,Pennsylvania,"Number of corruption convictions per 1,000,000 people",4.57831,"12,449,990"
2005,Pennsylvania,Gini coefficient,0.45000002,"12,449,990"
2005,Pennsylvania,GDP,49089.96922,"12,449,990"
2005,Pennsylvania,Log(GDP),10.80141,"12,449,990"
2005,Pennsylvania,Age,39.7,"12,449,990"
2005,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1501288,"12,449,990"
2005,Pennsylvania,Black/white,0.1190635,"12,449,990"
2005,Pennsylvania,Hispanic/white,0.0489134,"12,449,990"
2006,Pennsylvania,Labor Force Participation,64.4,"12,510,809"
2006,Pennsylvania,Unemployment rate,4.6,"12,510,809"
2006,Pennsylvania,Average household size,2.47,"12,510,809"
2006,Pennsylvania,Poverty rate,8.2,"12,510,809"
2006,Pennsylvania,"Number of corruption convictions per 1,000,000 people",5.35537,"12,510,809"
2006,Pennsylvania,Gini coefficient,0.45500001,"12,510,809"
2006,Pennsylvania,GDP,47588.67063,"12,510,809"
2006,Pennsylvania,Log(GDP),10.77035,"12,510,809"
2006,Pennsylvania,Age,39.6,"12,510,809"
2006,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.165603,"12,510,809"
2006,Pennsylvania,Black/white,0.1238363,"12,510,809"
2006,Pennsylvania,Hispanic/white,0.0516731,"12,510,809"
2007,Pennsylvania,Labor Force Participation,64.5,"12,563,937"
2007,Pennsylvania,Unemployment rate,4.4,"12,563,937"
2007,Pennsylvania,Average household size,2.46,"12,563,937"
2007,Pennsylvania,Poverty rate,8.1,"12,563,937"
2007,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.18372,"12,563,937"
2007,Pennsylvania,Gini coefficient,0.46000001,"12,563,937"
2007,Pennsylvania,GDP,49226.13694,"12,563,937"
2007,Pennsylvania,Log(GDP),10.80418,"12,563,937"
2007,Pennsylvania,Age,39.7,"12,563,937"
2007,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1531323,"12,563,937"
2007,Pennsylvania,Black/white,0.1242074,"12,563,937"
2007,Pennsylvania,Hispanic/white,0.0546097,"12,563,937"
2008,Pennsylvania,Labor Force Participation,65.2,"12,612,285"
2008,Pennsylvania,Unemployment rate,5.3,"12,612,285"
2008,Pennsylvania,Average household size,2.44,"12,612,285"
2008,Pennsylvania,Poverty rate,8.5,"12,612,285"
2008,Pennsylvania,"Number of corruption convictions per 1,000,000 people",2.89197,"12,612,285"
2008,Pennsylvania,Gini coefficient,0.45699999,"12,612,285"
2008,Pennsylvania,GDP,50113.21376,"12,612,285"
2008,Pennsylvania,Log(GDP),10.82204,"12,612,285"
2008,Pennsylvania,Age,40,"12,612,285"
2008,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1542418,"12,612,285"
2008,Pennsylvania,Black/white,0.1273747,"12,612,285"
2008,Pennsylvania,Hispanic/white,0.0588516,"12,612,285"
2009,Pennsylvania,Labor Force Participation,64.4,"12,666,858"
2009,Pennsylvania,Unemployment rate,8,"12,666,858"
2009,Pennsylvania,Average household size,2.47,"12,666,858"
2009,Pennsylvania,Poverty rate,8.6,"12,666,858"
2009,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.25274,"12,666,858"
2009,Pennsylvania,Gini coefficient,0.46000001,"12,666,858"
2009,Pennsylvania,GDP,48037.15246,"12,666,858"
2009,Pennsylvania,Log(GDP),10.77973,"12,666,858"
2009,Pennsylvania,Age,39.9,"12,666,858"
2009,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1480823,"12,666,858"
2009,Pennsylvania,Black/white,0.1302167,"12,666,858"
2009,Pennsylvania,Hispanic/white,0.0634764,"12,666,858"
2010,Pennsylvania,Labor Force Participation,63.5,"12,711,160"
2010,Pennsylvania,Unemployment rate,8.5,"12,711,160"
2010,Pennsylvania,Average household size,2.49,"12,711,160"
2010,Pennsylvania,Poverty rate,9.3,"12,711,160"
2010,Pennsylvania,"Number of corruption convictions per 1,000,000 people",4.24875,"12,711,160"
2010,Pennsylvania,Gini coefficient,0.461,"12,711,160"
2010,Pennsylvania,GDP,48976.2125,"12,711,160"
2010,Pennsylvania,Log(GDP),10.79909,"12,711,160"
2010,Pennsylvania,Age,40.2,"12,711,160"
2010,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1386469,"12,711,160"
2010,Pennsylvania,Black/white,0.1363931,"12,711,160"
2010,Pennsylvania,Hispanic/white,0.0715656,"12,711,160"
2011,Pennsylvania,Labor Force Participation,63.2,"12,745,815"
2011,Pennsylvania,Unemployment rate,7.9,"12,745,815"
2011,Pennsylvania,Average household size,2.49,"12,745,815"
2011,Pennsylvania,Poverty rate,9.6,"12,745,815"
2011,Pennsylvania,"Number of corruption convictions per 1,000,000 people",2.90358,"12,745,815"
2011,Pennsylvania,Gini coefficient,0.46110001,"12,745,815"
2011,Pennsylvania,GDP,49547.14899,"12,745,815"
2011,Pennsylvania,Log(GDP),10.81068,"12,745,815"
2011,Pennsylvania,Age,40.3,"12,745,815"
2011,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1350005,"12,745,815"
2011,Pennsylvania,Black/white,0.1362359,"12,745,815"
2011,Pennsylvania,Hispanic/white,0.0745777,"12,745,815"
2012,Pennsylvania,Labor Force Participation,63.6,"12,767,118"
2012,Pennsylvania,Unemployment rate,7.8,"12,767,118"
2012,Pennsylvania,Average household size,2.49,"12,767,118"
2012,Pennsylvania,Poverty rate,9.5,"12,767,118"
2012,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.68236,"12,767,118"
2012,Pennsylvania,Gini coefficient,0.46419999,"12,767,118"
2012,Pennsylvania,GDP,50246.18989,"12,767,118"
2012,Pennsylvania,Log(GDP),10.82469,"12,767,118"
2012,Pennsylvania,Age,40.5,"12,767,118"
2012,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1294119,"12,767,118"
2012,Pennsylvania,Black/white,0.1394988,"12,767,118"
2012,Pennsylvania,Hispanic/white,0.0778065,"12,767,118"
2013,Pennsylvania,Labor Force Participation,63.3,"12,776,309"
2013,Pennsylvania,Unemployment rate,7.4,"12,776,309"
2013,Pennsylvania,Average household size,2.5,"12,776,309"
2013,Pennsylvania,Poverty rate,9.3,"12,776,309"
2013,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.05312,"12,776,309"
2013,Pennsylvania,Gini coefficient,0.46959999,"12,776,309"
2013,Pennsylvania,GDP,50988.73475,"12,776,309"
2013,Pennsylvania,Log(GDP),10.83936,"12,776,309"
2013,Pennsylvania,Age,40.6,"12,776,309"
2013,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1240738,"12,776,309"
2013,Pennsylvania,Black/white,0.1409771,"12,776,309"
2013,Pennsylvania,Hispanic/white,0.0808577,"12,776,309"
2014,Pennsylvania,Labor Force Participation,62.7,"12,788,313"
2014,Pennsylvania,Unemployment rate,5.9,"12,788,313"
2014,Pennsylvania,Average household size,2.5,"12,788,313"
2014,Pennsylvania,Poverty rate,9.4,"12,788,313"
2014,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.36274,"12,788,313"
2014,Pennsylvania,Gini coefficient,0.4686,"12,788,313"
2014,Pennsylvania,GDP,51989.13326,"12,788,313"
2014,Pennsylvania,Log(GDP),10.85879,"12,788,313"
2014,Pennsylvania,Age,40.7,"12,788,313"
2014,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1202909,"12,788,313"
2014,Pennsylvania,Black/white,0.1425752,"12,788,313"
2014,Pennsylvania,Hispanic/white,0.084274,"12,788,313"
2015,Pennsylvania,Labor Force Participation,62.8,"12,784,826"
2015,Pennsylvania,Unemployment rate,5.3,"12,784,826"
2015,Pennsylvania,Average household size,2.5,"12,784,826"
2015,Pennsylvania,Poverty rate,9.1,"12,784,826"
2015,Pennsylvania,"Number of corruption convictions per 1,000,000 people",3.82738,"12,784,826"
2015,Pennsylvania,Gini coefficient,0.46849999,"12,784,826"
2015,Pennsylvania,GDP,52948.23409,"12,784,826"
2015,Pennsylvania,Log(GDP),10.87707,"12,784,826"
2015,Pennsylvania,Age,40.7,"12,784,826"
2015,Pennsylvania,People with less than 9 years of education/people with college degree or above,0.1124898,"12,784,826"
2015,Pennsylvania,Black/white,0.1424085,"12,784,826"
2015,Pennsylvania,Hispanic/white,0.087983,"12,784,826"
2005,Rhode Island,Labor Force Participation,67.6,"1,067,916"
2005,Rhode Island,Unemployment rate,5,"1,067,916"
2005,Rhode Island,Average household size,2.54,"1,067,916"
2005,Rhode Island,Poverty rate,9.5,"1,067,916"
2005,Rhode Island,"Number of corruption convictions per 1,000,000 people",3.7456,"1,067,916"
2005,Rhode Island,Gini coefficient,0.42700002,"1,067,916"
2005,Rhode Island,GDP,50661.42237,"1,067,916"
2005,Rhode Island,Log(GDP),10.83292,"1,067,916"
2005,Rhode Island,Age,38.4,"1,067,916"
2005,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2153819,"1,067,916"
2005,Rhode Island,Black/white,0.0568968,"1,067,916"
2005,Rhode Island,Hispanic/white,0.1379281,"1,067,916"
2006,Rhode Island,Labor Force Participation,68.4,"1,063,096"
2006,Rhode Island,Unemployment rate,4.9,"1,063,096"
2006,Rhode Island,Average household size,2.53,"1,063,096"
2006,Rhode Island,Poverty rate,7.8,"1,063,096"
2006,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.88129,"1,063,096"
2006,Rhode Island,Gini coefficient,0.442,"1,063,096"
2006,Rhode Island,GDP,50128.75126,"1,063,096"
2006,Rhode Island,Log(GDP),10.82235,"1,063,096"
2006,Rhode Island,Age,38.4,"1,063,096"
2006,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2459707,"1,063,096"
2006,Rhode Island,Black/white,0.0584674,"1,063,096"
2006,Rhode Island,Hispanic/white,0.1396753,"1,063,096"
2007,Rhode Island,Labor Force Participation,68.4,"1,057,315"
2007,Rhode Island,Unemployment rate,5.2,"1,057,315"
2007,Rhode Island,Average household size,2.53,"1,057,315"
2007,Rhode Island,Poverty rate,8.3,"1,057,315"
2007,Rhode Island,"Number of corruption convictions per 1,000,000 people",0.945796,"1,057,315"
2007,Rhode Island,Gini coefficient,0.45699999,"1,057,315"
2007,Rhode Island,GDP,49239.92219,"1,057,315"
2007,Rhode Island,Log(GDP),10.80446,"1,057,315"
2007,Rhode Island,Age,38.3,"1,057,315"
2007,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2566365,"1,057,315"
2007,Rhode Island,Black/white,0.0624854,"1,057,315"
2007,Rhode Island,Hispanic/white,0.1426363,"1,057,315"
2008,Rhode Island,Labor Force Participation,68,"1,055,003"
2008,Rhode Island,Unemployment rate,7.8,"1,055,003"
2008,Rhode Island,Average household size,2.54,"1,055,003"
2008,Rhode Island,Poverty rate,7.7,"1,055,003"
2008,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.90333,"1,055,003"
2008,Rhode Island,Gini coefficient,0.46000001,"1,055,003"
2008,Rhode Island,GDP,48008.8189,"1,055,003"
2008,Rhode Island,Log(GDP),10.77914,"1,055,003"
2008,Rhode Island,Age,38.8,"1,055,003"
2008,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2276071,"1,055,003"
2008,Rhode Island,Black/white,0.0694309,"1,055,003"
2008,Rhode Island,Hispanic/white,0.1484174,"1,055,003"
2009,Rhode Island,Labor Force Participation,67.4,"1,053,646"
2009,Rhode Island,Unemployment rate,11,"1,053,646"
2009,Rhode Island,Average household size,2.5,"1,053,646"
2009,Rhode Island,Poverty rate,8.6,"1,053,646"
2009,Rhode Island,"Number of corruption convictions per 1,000,000 people",0.949479,"1,053,646"
2009,Rhode Island,Gini coefficient,0.45699999,"1,053,646"
2009,Rhode Island,GDP,47676.79116,"1,053,646"
2009,Rhode Island,Log(GDP),10.7722,"1,053,646"
2009,Rhode Island,Age,39.4,"1,053,646"
2009,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2301859,"1,053,646"
2009,Rhode Island,Black/white,0.0771665,"1,053,646"
2009,Rhode Island,Hispanic/white,0.1536771,"1,053,646"
2010,Rhode Island,Labor Force Participation,67.3,"1,053,959"
2010,Rhode Island,Unemployment rate,11.2,"1,053,959"
2010,Rhode Island,Average household size,2.51,"1,053,959"
2010,Rhode Island,Poverty rate,9.2,"1,053,959"
2010,Rhode Island,"Number of corruption convictions per 1,000,000 people",2.84931,"1,053,959"
2010,Rhode Island,Gini coefficient,0.46700001,"1,053,959"
2010,Rhode Island,GDP,48882.26839,"1,053,959"
2010,Rhode Island,Log(GDP),10.79717,"1,053,959"
2010,Rhode Island,Age,39.6,"1,053,959"
2010,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2426813,"1,053,959"
2010,Rhode Island,Black/white,0.0781493,"1,053,959"
2010,Rhode Island,Hispanic/white,0.1634379,"1,053,959"
2011,Rhode Island,Labor Force Participation,66.3,"1,053,649"
2011,Rhode Island,Unemployment rate,11,"1,053,649"
2011,Rhode Island,Average household size,2.45,"1,053,649"
2011,Rhode Island,Poverty rate,10.6,"1,053,649"
2011,Rhode Island,"Number of corruption convictions per 1,000,000 people",7.60961,"1,053,649"
2011,Rhode Island,Gini coefficient,0.46740001,"1,053,649"
2011,Rhode Island,GDP,48767.04225,"1,053,649"
2011,Rhode Island,Log(GDP),10.79481,"1,053,649"
2011,Rhode Island,Age,39.5,"1,053,649"
2011,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2067021,"1,053,649"
2011,Rhode Island,Black/white,0.07951,"1,053,649"
2011,Rhode Island,Hispanic/white,0.168953,"1,053,649"
2012,Rhode Island,Labor Force Participation,65.9,"1,054,621"
2012,Rhode Island,Unemployment rate,10.4,"1,054,621"
2012,Rhode Island,Average household size,2.44,"1,054,621"
2012,Rhode Island,Poverty rate,9.2,"1,054,621"
2012,Rhode Island,"Number of corruption convictions per 1,000,000 people",1.90423,"1,054,621"
2012,Rhode Island,Gini coefficient,0.46470001,"1,054,621"
2012,Rhode Island,GDP,49169.06773,"1,054,621"
2012,Rhode Island,Log(GDP),10.80302,"1,054,621"
2012,Rhode Island,Age,39.8,"1,054,621"
2012,Rhode Island,People with less than 9 years of education/people with college degree or above,0.2042388,"1,054,621"
2012,Rhode Island,Black/white,0.0857042,"1,054,621"
2012,Rhode Island,Hispanic/white,0.1750341,"1,054,621"
2013,Rhode Island,Labor Force Participation,65.5,"1,055,081"
2013,Rhode Island,Unemployment rate,9.3,"1,055,081"
2013,Rhode Island,Average household size,2.49,"1,055,081"
2013,Rhode Island,Poverty rate,10.7,"1,055,081"
2013,Rhode Island,"Number of corruption convictions per 1,000,000 people",7.6081,"1,055,081"
2013,Rhode Island,Gini coefficient,0.47690001,"1,055,081"
2013,Rhode Island,GDP,49533.27773,"1,055,081"
2013,Rhode Island,Log(GDP),10.8104,"1,055,081"
2013,Rhode Island,Age,39.9,"1,055,081"
2013,Rhode Island,People with less than 9 years of education/people with college degree or above,0.189177,"1,055,081"
2013,Rhode Island,Black/white,0.0860892,"1,055,081"
2013,Rhode Island,Hispanic/white,0.1820834,"1,055,081"
2014,Rhode Island,Labor Force Participation,65.2,"1,055,936"
2014,Rhode Island,Unemployment rate,7.7,"1,055,936"
2014,Rhode Island,Average household size,2.47,"1,055,936"
2014,Rhode Island,Poverty rate,10,"1,055,936"
2014,Rhode Island,"Number of corruption convictions per 1,000,000 people",3.79085,"1,055,936"
2014,Rhode Island,Gini coefficient,0.48269999,"1,055,936"
2014,Rhode Island,GDP,49478.32629,"1,055,936"
2014,Rhode Island,Log(GDP),10.80929,"1,055,936"
2014,Rhode Island,Age,39.8,"1,055,936"
2014,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1883664,"1,055,936"
2014,Rhode Island,Black/white,0.0903509,"1,055,936"
2014,Rhode Island,Hispanic/white,0.189527,"1,055,936"
2015,Rhode Island,Labor Force Participation,64.8,"1,056,065"
2015,Rhode Island,Unemployment rate,6,"1,056,065"
2015,Rhode Island,Average household size,2.49,"1,056,065"
2015,Rhode Island,Poverty rate,10.1,"1,056,065"
2015,Rhode Island,"Number of corruption convictions per 1,000,000 people",2.84011,"1,056,065"
2015,Rhode Island,Gini coefficient,0.47319999,"1,056,065"
2015,Rhode Island,GDP,50178.4033,"1,056,065"
2015,Rhode Island,Log(GDP),10.82334,"1,056,065"
2015,Rhode Island,Age,39.7,"1,056,065"
2015,Rhode Island,People with less than 9 years of education/people with college degree or above,0.1688273,"1,056,065"
2015,Rhode Island,Black/white,0.0845035,"1,056,065"
2015,Rhode Island,Hispanic/white,0.1961974,"1,056,065"
2005,South Carolina,Labor Force Participation,64,"4,270,150"
